Genre,Movie,Release Year,Rating,Runtime,Gross
"Action, Comedy, Crime",The Green Hornet,2011,5.8,119 ,227817248
"Biography, Drama, Romance",Out of Africa,1985,7.1,161 ,227514205
"Adventure, Comedy, Family",Elf,2003,7.1,97 ,227356156
"Drama, Romance, War",Fang hua,2017,7,135 ,227091290
"Action, Crime, Drama",Baby Driver,2017,7.6,113 ,226945087
"Action, Drama, Fantasy",Immortals,2011,6,110 ,226904017
"Action, Crime, Thriller",Taken,2008,7.8,90 ,226837760
"Adventure, Family, Fantasy",Percy Jackson & the Olympians: The Lightning Thief,2010,5.8,118 ,226497209
"Animation, Action, Adventure",Lightyear,2022,6.1,105 ,226425420
"Action, Fantasy, Horror",Hansel & Gretel: Witch Hunters,2013,6.1,88 ,226349749
"Action, Adventure, Fantasy",Valerian and the City of a Thousand Planets,2017,6.4,136 ,225973340
"Drama, Romance",Good Will Hunting,1997,8.3,126 ,225933435
"Crime, Drama, Romance",Shaonian de ni,2019,7.5,135 ,225918798
"Action, Biography, Drama",Ford v Ferrari,2019,8.1,152 ,225508210
"Action, Adventure, Sci-Fi",Jumper,2008,6.1,88 ,225132113
"Biography, Drama",The Social Network,2010,7.8,120 ,224920375
"Animation, Adventure, Comedy",Chicken Run,2000,7.1,84 ,224874811
"Action, Crime, Thriller",Con Air,1997,6.9,115 ,224012234
"Drama, Fantasy, Horror",Interview with the Vampire: The Vampire Chronicles,1994,7.5,123 ,223664608
"Drama, Mystery, Thriller",Flightplan,2005,6.3,98 ,223387299
"Comedy, Romance",Yes Man,2008,6.8,104 ,223241637
"Action, Mystery, Thriller",Non-Stop,2014,6.9,106 ,222809600
"Adventure, Comedy, Family","Honey, I Shrunk the Kids",1989,6.4,93 ,222724172
"Documentary, Drama, War",Fahrenheit 9/11,2004,7.5,122 ,222446882
"Action, Comedy, Sci-Fi",Wild Wild West,1999,4.9,106 ,222104681
Drama,Wo he wo de fu bei,2021,6,157 ,221831086
"Action, Sci-Fi, Thriller",Geostorm,2017,5.3,109 ,221600160
"Mystery, Thriller",Presumed Innocent,1990,6.9,127 ,221303188
"Action, Adventure, Comedy",Jungle Cruise,2021,6.6,127 ,220889446
Comedy,Scary Movie 3,2003,5.5,84 ,220673217
"Action, Crime, Drama",Collateral,2004,7.5,120 ,220239925
"Action, Adventure, Crime",Inferno,2016,6.2,121 ,220021259
"Comedy, Romance",Knocked Up,2007,6.9,129 ,219922417
"Action, Adventure, Sci-Fi",Green Lantern,2011,5.5,114 ,219851172
"Comedy, Romance",What Happens in Vegas,2008,6.1,99 ,219375562
"Comedy, Drama, Romance",It's Complicated,2009,6.5,121 ,219103655
"Comedy, Drama, Romance",The Terminal,2004,7.4,128 ,219100084
"Drama, Romance",Little Women,2019,7.8,135 ,218843645
"Action, Biography, Crime",Captain Phillips,2013,7.8,134 ,218791811
"Animation, Adventure, Drama",The Prince of Egypt,1998,7.2,99 ,218613188
"Action, Mystery, Thriller",Jack Reacher,2012,7,130 ,218340595
"Action, Adventure, Drama",Kingdom of Heaven,2005,7.2,144 ,218122627
"Animation, Adventure, Comedy",The Emoji Movie,2017,3.4,86 ,217776646
Comedy,Zhe ge sha shou bu tai leng jing,2022,6.1,109 ,217254604
"Action, Drama, Fantasy",Dracula Untold,2014,6.2,92 ,217124280
"Action, Comedy, Crime",Central Intelligence,2016,6.3,107 ,216972543
"Drama, Sport",Million Dollar Baby,2004,8.1,132 ,216763646
Drama,The Help,2011,8.1,146 ,216639112
"Comedy, Crime",Twins,1988,6.1,107 ,216614388
"Comedy, Romance",Valentine's Day,2010,5.7,125 ,216528528
"Comedy, Romance",Bad Teacher,2011,5.6,92 ,216197492
"Horror, Mystery, Thriller",Smile,2022,6.5,115 ,216135048
"Drama, Family",Song ni yi duo xiao hong hua,2020,6.7,122 ,216000000
"Animation, Adventure, Comedy",The Croods: A New Age,2020,6.9,95 ,215905815
"Action, Crime, Drama",Clear and Present Danger,1994,6.9,141 ,215887717
"Animation, Adventure, Comedy",One Hundred and One Dalmatians,1961,7.3,79 ,215880014
Comedy,Ted 2,2015,6.3,115 ,215863606
"Drama, Fantasy, Horror",Dracula,1992,7.4,128 ,215862692
"Action, Adventure, Drama",Vertical Limit,2000,5.9,124 ,215663859
"Action, Comedy, Fantasy",Ghostbusters II,1989,6.6,108 ,215394738
"Action, Drama, History",The Patriot,2000,7.2,165 ,215294342
"Action, Adventure, Family",The Sorcerer's Apprentice,2010,6.1,109 ,215283742
"Comedy, Romance",Just Go with It,2011,6.4,117 ,214945591
"Action, Adventure, Thriller",The Expendables 3,2014,6.1,126 ,214657577
"Drama, Music, Romance",Dirty Dancing,1987,7,100 ,214577242
"Action, Drama, Sport",Creed II,2018,7.1,130 ,214215889
"Animation, Adventure, Comedy",Smallfoot,2018,6.6,96 ,214115531
"Action, Biography, Crime",Public Enemies,2009,7,140 ,214104620
"Action, Mystery, Thriller",The Bourne Identity,2002,7.9,119 ,214034224
"Drama, Thriller",Disclosure,1994,6.1,128 ,214015089
"Crime, Drama",Pulp Fiction,1994,8.9,154 ,213928762
"Biography, Drama",The Aviator,2004,7.5,170 ,213719942
"Action, Adventure, Drama",Wo hu cang long,2000,7.9,120 ,213525736
"Biography, Drama, History",Braveheart,1995,8.4,178 ,213216216
"Adventure, Comedy, Drama",Into the Woods,2014,5.9,125 ,212902372
"Adventure, Comedy, Family",Bedtime Stories,2008,6,99 ,212874864
"Action, Comedy, Crime",Miss Congeniality,2000,6.3,109 ,212742720
"Action, Crime, Romance",Entrapment,1999,6.3,113 ,212404396
"Adventure, Comedy, Crime",Ace Ventura: When Nature Calls,1995,6.4,90 ,212385533
"Action, Fantasy, Horror",End of Days,1999,5.8,122 ,211989043
"Comedy, Drama, Romance",Bridget Jones's Baby,2016,6.5,123 ,211952420
"Action, Drama, War",Fury,2014,7.5,134 ,211822697
"Action, Adventure, Sci-Fi",Battle: Los Angeles,2011,5.7,116 ,211819354
"Adventure, Drama, Romance",Australia,2008,6.6,165 ,211787511
"Comedy, Drama",Due Date,2010,6.5,95 ,211780824
"Action, Adventure, Drama",Master and Commander: The Far Side of the World,2003,7.4,138 ,211622535
"Adventure, Comedy, Family",A Series of Unfortunate Events,2004,6.8,108 ,211468235
"Animation, Adventure, Family",The Little Mermaid,1989,7.6,83 ,211343479
"Comedy, Drama",Qi ji · Ben xiao hai,2022,6.6,106 ,211019042
"Action, Sci-Fi, Thriller",District 9,2009,7.9,112 ,210888950
"Action, Adventure, Sci-Fi",Moonraker,1979,6.2,126 ,210308099
"Horror, Mystery, Thriller",The Others,2001,7.6,101 ,209947037
"Comedy, Crime",Horrible Bosses,2011,6.9,98 ,209838559
"Drama, Romance",Hou lai de wo men,2018,7.4,120 ,209221380
"Crime, Drama, Thriller",Red Dragon,2002,7.2,124 ,209196298
"Action, Adventure, Family",Tomorrowland,2015,6.4,130 ,209035668
"Drama, Romance",Me Before You,2016,7.4,106 ,208314186
"Action, Thriller",Safe House,2012,6.7,115 ,208076205
"Action, Adventure, Crime",S.W.A.T.,2003,6,117 ,207725639
"Action, Crime, Thriller",The Fast and the Furious,2001,6.8,106 ,207517509
"Crime, Drama, Thriller",Traffic,2000,7.6,147 ,207515725
"Animation, Action, Adventure",DC League of Super-Pets,2022,7.2,105 ,207357117
"Horror, Mystery",Paranormal Activity 3,2011,5.8,83 ,207039844
Drama,Philadelphia,1993,7.7,125 ,206678440
"Horror, Mystery, Thriller",The Conjuring: The Devil Made Me Do It,2021,6.3,112 ,206431050
"Fantasy, Horror, Mystery",Sleepy Hollow,1999,7.3,105 ,206071502
"Comedy, Romance",The Holiday,2006,6.9,136 ,205850169
"Animation, Adventure, Comedy",The Jungle Book,1967,7.6,78 ,205843612
"Action, Adventure, Crime",Nou fo,2021,6.5,126 ,205842393
"Action, Thriller",London Has Fallen,2016,5.9,99 ,205754447
"Comedy, Drama, Romance",The Break-Up,2006,5.8,106 ,205668210
"Action, Adventure, Comedy",Xi you: Xiang mo pian,2013,6.7,110 ,205637183
"Comedy, Romance",The Ugly Truth,2009,6.4,96 ,205599393
"Drama, History, Thriller",JFK,1991,8,189 ,205405498
"Action, Comedy, Crime",Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,6,109 ,205372791
"Action, Drama, Thriller",White House Down,2013,6.3,131 ,205366737
"Adventure, Comedy, Drama",A Dog's Purpose,2017,7.2,100 ,205035819
"Animation, Adventure, Comedy",Gake no ue no Ponyo,2008,7.6,101 ,204826668
"Comedy, Crime",Fun with Dick and Jane,2005,6.2,90 ,204681899
"Biography, Drama, Romance",Eat Pray Love,2010,5.8,133 ,204594016
"Animation, Comedy, Family",The Addams Family,2019,5.8,86 ,204394183
"Adventure, Comedy, Fantasy",Ghostbusters: Afterlife,2021,7.1,124 ,204334455
"Action, Comedy",You Don't Mess with the Zohan,2008,5.6,113 ,204313400
"Comedy, Drama, Musical",Hairspray,2007,6.7,117 ,203627753
"Action, Adventure, Drama",King Arthur,2004,6.3,126 ,203567857
"Animation, Adventure, Comedy",Yogi Bear,2010,4.6,81 ,203509374
"Action, Adventure, Biography",Everest,2015,7.1,121 ,203427584
"Fantasy, Mystery, Romance",Vanilla Sky,2001,6.9,136 ,203388341
"Drama, Mystery, Sci-Fi",Arrival,2016,7.9,116 ,203388186
"Action, Thriller",Need for Speed,2014,6.4,132 ,203277636
"Animation, Adventure, Comedy",Garfield,2004,5,80 ,203172417
"Biography, Comedy, Drama",Patch Adams,1998,6.8,115 ,202292902
"Action, Adventure, Comedy",Teenage Mutant Ninja Turtles,1990,6.7,93 ,202084756
"Action, Comedy, Crime",Kindergarten Cop,1990,6.2,111 ,201957688
"Biography, Drama, History",Straight Outta Compton,2015,7.8,147 ,201634991
"Action, Comedy, Crime",21 Jump Street,2012,7.2,109 ,201585328
"Drama, History, Thriller",Valkyrie,2008,7.1,121 ,201545517
"Animation, Adventure, Comedy",Open Season,2006,6.1,86 ,200811689
"Action, Adventure, Comedy",Cats & Dogs,2001,5.1,87 ,200687492
"Action, Adventure, Thriller",The Hunt for Red October,1990,7.5,135 ,200512643
"Adventure, Family, Fantasy",Percy Jackson: Sea of Monsters,2013,5.7,106 ,199850315
"Comedy, Romance",Two Weeks Notice,2002,6.1,101 ,199043471
"Action, Comedy, Crime",RED,2010,7,111 ,199006387
"Action, Crime, Thriller",Chak dan juen ga 2,2020,6.6,120 ,198921659
"Drama, Fantasy, Romance",City of Angels,1998,6.7,114 ,198685114
"Action, Comedy, Drama",The Pacifier,2005,5.6,95 ,198636868
"Comedy, Drama, Romance",50 First Dates,2004,6.8,99 ,198520934
"Action, Adventure, Sci-Fi",Total Recall,2012,6.2,118 ,198467168
"Comedy, Drama",Yi chu hao xi,2018,6.2,134 ,198326350
"Adventure, Drama, History",Lo imposible,2012,7.5,114 ,198087212
"Adventure, Comedy, Drama",Ren zai jiong tu: Tai jiong,2012,6.2,105 ,197757387
"Adventure, Comedy, Drama",Christopher Robin,2018,7.2,104 ,197744377
"Action, Adventure, Fantasy",Jack the Giant Slayer,2013,6.2,114 ,197687603
"Animation, Adventure, Comedy",Smurfs: The Lost Village,2017,6,90 ,197183546
Drama,Zhong guo yi sheng,2021,4.7,129 ,197143218
"Action, Adventure, Comedy",Spy Kids 3: Game Over,2003,4.3,84 ,197101678
"Crime, Drama, Thriller",Panic Room,2002,6.8,112 ,197079546
"Comedy, Romance",The Other Woman,2014,6,109 ,196710396
"Action, Adventure, Sci-Fi",Stargate,1994,7,116 ,196567262
"Animation, Action, Adventure",Beowulf,2007,6.3,115 ,196393745
"Drama, Romance",The Vow,2012,6.8,104 ,196114570
Comedy,Anger Management,2003,6.2,106 ,195745823
"Action, Comedy, War",Tropic Thunder,2008,7.1,107 ,195702963
"Drama, Fantasy, Romance",The Shape of Water,2017,7.3,123 ,195333312
"Biography, Drama, Musical",Rocketman,2019,7.3,121 ,195320400
"Crime, Drama, Mystery",The Pelican Brief,1993,6.6,141 ,195268056
"Adventure, Family, Fantasy",The BFG,2016,6.3,117 ,195243411
"Drama, Romance",Downton Abbey,2019,7.4,122 ,194694725
"Comedy, Drama",The Intern,2015,7.1,121 ,194564672
"Animation, Adventure, Comedy",The Curse of the Were-Rabbit,2005,7.5,85 ,194137091
"Animation, Adventure, Comedy",Gnomeo & Juliet,2011,5.9,84 ,193967670
"Action, Drama, Thriller",The Sum of All Fears,2002,6.4,124 ,193921372
"Crime, Drama",Gangs of New York,2002,7.5,167 ,193772504
"Biography, Drama, History",The Post,2017,7.2,116 ,193764664
"Action, Adventure, Fantasy",Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,5.9,119 ,193678298
"Horror, Mystery",Paranormal Activity,2007,6.3,86 ,193355800
"Animation, Drama, Fantasy",Tenki no ko,2019,7.5,112 ,193337225
"Animation, Action, Adventure",The Lego Movie 2: The Second Part,2019,6.6,107 ,192456290
"Action, Crime, Thriller",The Equalizer,2014,7.2,132 ,192330738
"Crime, Drama, Thriller",Wu sha,2019,6.8,112 ,191602146
"Comedy, Fantasy",The Addams Family,1991,6.9,99 ,191502426
"Comedy, Crime, Sport",The Longest Yard,2005,6.4,113 ,191466556
"Action, Adventure, Comedy",The Lost City,2022,6.1,112 ,190844029
"Comedy, Drama, Family",The Santa Clause,1994,6.5,97 ,190539357
"Comedy, Family",Cheaper by the Dozen,2003,5.9,98 ,190538630
"Action, Crime, Thriller",The Equalizer 2,2018,6.7,121 ,190400157
"Animation, Adventure, Comedy",Abominable,2019,7,97 ,190304772
"Action, Horror, Sci-Fi",Hollow Man,2000,5.8,112 ,190213455
"Action, Drama, Thriller",Outbreak,1995,6.6,127 ,189859560
"Action, Crime",So duk 2: Tin dei duei kuet,2019,6,99 ,189396380
"Drama, Mystery, Sci-Fi",The X Files,1998,7,121 ,189176423
"Comedy, Drama, Romance",Xin hua lu fang,2014,6.4,116 ,189017596
"Action, Adventure, Thriller",Rambo III,1988,5.8,102 ,189015611
"Adventure, Comedy, Drama",The Secret Life of Walter Mitty,2013,7.3,114 ,188133322
"Action, Crime, Mystery",Mou seung,2018,6.8,130 ,188116796
"Adventure, Horror, Thriller",Jaws 2,1978,5.8,116 ,187884007
"Biography, Drama, History",12 Years a Slave,2013,8.1,134 ,187733202
"Action, Crime, Drama",Heat,1995,8.3,170 ,187436818
"Comedy, Family, Fantasy",Mr. Popper's Penguins,2011,6,94 ,187361754
"Horror, Mystery, Thriller",The Grudge,2004,5.9,91 ,187281115
"Comedy, Romance",I Now Pronounce You Chuck & Larry,2007,5.9,115 ,187134117
"Drama, Romance, Western",The Horse Whisperer,1998,6.7,169 ,186883563
"Biography, Drama, Music",Walk the Line,2005,7.8,136 ,186797986
Comedy,Jian bing xia,2015,5.6,113 ,186699768
"Animation, Adventure, Comedy",The Jungle Book 2,2003,5.3,72 ,186303759
"Horror, Thriller",The Final Destination,2009,5.1,82 ,186167139
"Animation, Action, Adventure",Atlantis: The Lost Empire,2001,6.9,95 ,186053725
"Crime, Drama, Mystery",Inside Man,2006,7.6,129 ,186003591
"Comedy, Sport",The Waterboy,1998,6.1,90 ,185991646
"Adventure, Drama, Family",Hugo,2011,7.5,126 ,185770310
"Comedy, Music",Pitch Perfect 3,2017,5.8,93 ,185400345
"Action, Drama, Mystery",Watchmen,2009,7.6,162 ,185382813
Comedy,The Birdcage,1996,7.2,117 ,185260553
"Drama, Musical, Romance",Moulin Rouge!,2001,7.6,127 ,184935320
"Animation, Adventure, Family",Snow White and the Seven Dwarfs,1937,7.6,83 ,184925486
"Animation, Adventure, Comedy",Hop,2011,5.4,95 ,184367145
Comedy,Bad Moms,2016,6.2,100 ,183936074
"Action, Adventure, Sci-Fi",Jupiter Ascending,2015,5.3,127 ,183887723
"Action, Mystery, Sci-Fi",Knowing,2009,6.2,121 ,183658498
"Adventure, Comedy, Family",102 Dalmatians,2000,4.8,100 ,183611771
"Animation, Adventure, Comedy",Storks,2016,6.8,87 ,183510278
"Animation, Comedy, Drama",Stand by Me Doraemon,2014,7.3,95 ,183442714
"Action, Comedy, Crime",The Hitman's Bodyguard,2017,6.9,118 ,183428689
"Action, Comedy, Crime",Paul Blart: Mall Cop,2009,5.2,91 ,183348429
"Comedy, Music",Wayne's World,1992,7,94 ,183097323
"Action, Adventure, Comedy",Maverick,1994,7,127 ,183031272
"Adventure, Comedy, Drama",Mirror Mirror,2012,5.6,106 ,183018522
"Action, Adventure, Drama",The Man in the Iron Mask,1998,6.5,132 ,182968902
"Crime, Thriller",Cape Fear,1991,7.3,128 ,182291969
"Comedy, Family, Fantasy",The Haunted Mansion,2003,5.1,99 ,182290266
"Action, Adventure, Family",Xi you ji: Da nao tian gong,2014,4.9,119 ,182206924
"Comedy, Drama, Romance",While You Were Sleeping,1995,6.8,103 ,182057016
"Drama, Romance",The Bridges of Madison County,1995,7.6,135 ,182016617
"Comedy, Drama",Du cheng feng yun III,2016,2.6,113 ,181732879
"Action, Adventure, Thriller",Poseidon,2006,5.7,98 ,181674817
Comedy,The First Wives Club,1996,6.4,103 ,181489203
"Crime, Drama, Thriller",Xuan ya zhi shang,2021,6.5,120 ,181325565
"Adventure, Comedy, Family",Scooby-Doo 2: Monsters Unleashed,2004,5.2,93 ,181239132
"Action, Comedy",Hot Shots!,1991,6.7,84 ,181096164
"Crime, Drama, Thriller",Road to Perdition,2002,7.7,117 ,181001478
"Action, Crime, Drama",Kill Bill: Vol. 1,2003,8.2,111 ,180906076
"Action, Adventure, Fantasy",The Scorpion King,2002,5.5,92 ,180630907
"Comedy, Romance",Sweet Home Alabama,2002,6.2,108 ,180622424
Comedy,Daddy's Home 2,2017,6,100 ,180613824
"Biography, Drama, History",Hacksaw Ridge,2016,8.1,139 ,180563636
"Action, Crime, Sci-Fi",Deja Vu,2006,7.1,126 ,180557550
"Biography, Drama",Dangerous Minds,1995,6.5,99 ,179519401
"Animation, Action, Adventure",One Piece Film Red,2022,6.7,115 ,179444905
Comedy,The Dictator,2012,6.4,83 ,179379533
"Action, Adventure, Fantasy",The League of Extraordinary Gentlemen,2003,5.8,110 ,179265204
"Action, Adventure, Mystery",Allegiant,2016,5.7,120 ,179246868
"Action, Crime",Daredevil,2003,5.3,103 ,179179718
"Comedy, Western",City Slickers,1991,6.8,113 ,179033791
"Comedy, Drama, Romance",He's Just Not That Into You,2009,6.4,129 ,178866158
"Action, Mystery, Thriller",Eagle Eye,2008,6.6,118 ,178767383
"Comedy, Romance",Along Came Polly,2004,6,90 ,178311729
"Animation, Action, Adventure",Flushed Away,2006,6.6,85 ,178281554
Comedy,Scary Movie 4,2006,5.1,83 ,178262620
"Action, Adventure, Thriller",Dante's Peak,1997,6,108 ,178127760
"Drama, Romance",Brokeback Mountain,2005,7.7,134 ,178062759
"Action, Thriller",Patriot Games,1992,6.8,117 ,178051587
"Comedy, Family, Sci-Fi",Flubber,1997,5.3,93 ,177977226
"Action, Comedy, Crime",Baywatch,2017,5.5,116 ,177856751
"Crime, Drama, Mystery",Double Jeopardy,1999,6.5,105 ,177841558
"Action, Adventure, Drama",War Horse,2011,7.2,146 ,177584879
"Horror, Mystery",Paranormal Activity 2,2010,5.7,91 ,177512032
"Comedy, Romance",How to Lose a Guy in 10 Days,2003,6.4,116 ,177502387
"Action, Adventure, Horror",AVP: Alien vs. Predator,2004,5.6,101 ,177427090
"Action, Adventure, Drama",Ying xiong,2002,7.9,120 ,177395557
"Comedy, Romance",The 40 Year Old Virgin,2005,7.1,116 ,177378645
